page,country,rev_id,Population mid-2018 (millions),prediction
William Butler (New Zealand politician),New Zealand,737974406.0,4.9,Stub
William Fisher Pearson,New Zealand,737974442.0,4.9,Stub
William Pollock Moat,New Zealand,737974507.0,4.9,Stub
William Postlethwaite,New Zealand,737974510.0,4.9,Stub
William Rowe (politician),New Zealand,737974520.0,4.9,Stub
William Tolmie (politician),New Zealand,737974552.0,4.9,Stub
William Turnbull Swan,New Zealand,737974554.0,4.9,Stub
William Waring Taylor,New Zealand,737974556.0,4.9,Stub
Allan Richmond Cockerell,New Zealand,737974895.0,4.9,Stub
Bruce McLeod (politician),New Zealand,737974983.0,4.9,Stub
Cheviot Wellington Rangi Dillon Bell,New Zealand,737974994.0,4.9,Start
George Black (New Zealand politician),New Zealand,737975134.0,4.9,Start
Hilcote Pitts-Brown,New Zealand,737975207.0,4.9,Stub
John Alexander Finlayson,New Zealand,737975268.0,4.9,Stub
Tia Barrett,New Zealand,737975598.0,4.9,Start
Walter Black (politician),New Zealand,737975622.0,4.9,Stub
William Adams (New Zealand politician),New Zealand,738345476.0,4.9,Start
James Thomas Hogan,New Zealand,739019530.0,4.9,Stub
Archie Taiaroa,New Zealand,742924900.0,4.9,Stub
Kevin Smith (conservationist),New Zealand,743818899.0,4.9,Stub
Leonard Allen Alexander,New Zealand,746685440.0,4.9,Stub
Edward Kellett (New Zealand politician),New Zealand,748080922.0,4.9,Start
James Sutter,New Zealand,749080564.0,4.9,Stub
William Dickie,New Zealand,749318494.0,4.9,Stub
Tony Coll,New Zealand,749318503.0,4.9,Start
William Bolt,New Zealand,749321355.0,4.9,Stub
William Beehan,New Zealand,749321366.0,4.9,Stub
James Holmes (politician),New Zealand,749321374.0,4.9,Stub
Mahuta Tāwhiao,New Zealand,749322309.0,4.9,Start
Richard Bollard,New Zealand,749325709.0,4.9,Start
James Palmer Campbell,New Zealand,749336387.0,4.9,Stub
Karauria Tiweka Anaru,New Zealand,749336572.0,4.9,Stub
Lino Isaia,New Zealand,749341533.0,4.9,Stub
Loimata Iupati,New Zealand,749341635.0,4.9,Stub
Tinielu Tuumuli,New Zealand,749341658.0,4.9,Stub
David Thomas Fleming,New Zealand,749346665.0,4.9,Stub
George Joseph Garland,New Zealand,749347303.0,4.9,Stub
William John Geddis,New Zealand,749347308.0,4.9,Stub
William Morgan (New Zealand politician),New Zealand,749372486.0,4.9,Stub
William McIntyre (New Zealand politician),New Zealand,749372516.0,4.9,Start
Andrew Maginnity,New Zealand,749372533.0,4.9,Stub
Patrick Nerheny,New Zealand,749372543.0,4.9,Stub
Percy Marunui Murphy,New Zealand,749372959.0,4.9,Stub
Alan McCulloch (politician),New Zealand,749372969.0,4.9,Stub
Robert Scott (New Zealand politician),New Zealand,749375035.0,4.9,Stub
John Ormsby (negotiator),New Zealand,749394024.0,4.9,Stub
Bill Shepherd (politician),New Zealand,749591358.0,4.9,Stub
Edward Walter,New Zealand,749591418.0,4.9,Stub
Richard Hawke,New Zealand,749772130.0,4.9,Stub
Edwin Dixon,New Zealand,749772746.0,4.9,Stub
Robert Holt Carpenter,New Zealand,750305231.0,4.9,Stub
William Hayward (politician),New Zealand,750306681.0,4.9,Stub
Robyn Hughes,New Zealand,750306785.0,4.9,Stub
Sue Wells,New Zealand,750308941.0,4.9,Start
Tom Brindle (politician),New Zealand,750330000.0,4.9,Start
John Bird Hine,New Zealand,750331166.0,4.9,Stub
Arthur Hall (New Zealand politician),New Zealand,750331178.0,4.9,Stub
Paul Check,New Zealand,750332847.0,4.9,Stub
John O'Brien (New Zealand politician),New Zealand,750333000.0,4.9,Start
Harold Rushworth,New Zealand,750333379.0,4.9,Start
Bill Andersen,New Zealand,750490005.0,4.9,Start
Walter William Massey,New Zealand,750491714.0,4.9,Stub
Archibald McNicol,New Zealand,750492768.0,4.9,Stub
Charles Wilson (New Zealand Reform Party politician),New Zealand,750493046.0,4.9,Stub
Robert Hughes (conservationist),New Zealand,750497122.0,4.9,Stub
Stephen King (conservationist),New Zealand,750621474.0,4.9,Stub
Maraea Morete,New Zealand,751562678.0,4.9,Stub
William Meldrum (general),New Zealand,751674411.0,4.9,Stub
Albert Oliphant Stewart,New Zealand,751864249.0,4.9,Stub
Stefan Lipa,New Zealand,751881348.0,4.9,Start
Jack Massey (politician),New Zealand,754400016.0,4.9,Start
John Topi Patuki,New Zealand,754761337.0,4.9,Stub
Patrick Joseph O'Kane,New Zealand,755101742.0,4.9,Stub
Henry Hanson Turton,New Zealand,755114971.0,4.9,Stub
John Lewthwaite,New Zealand,755114975.0,4.9,Stub
Arthur Samuel Atkinson,New Zealand,755114996.0,4.9,Stub
Meri Te Tai Mangakāhia,New Zealand,755180326.0,4.9,Start
Charles Beard Izard,New Zealand,755810131.0,4.9,Start
James McIndoe,New Zealand,756855787.0,4.9,Stub
George Cutfield,New Zealand,756985769.0,4.9,Stub
George Dean Pitt,New Zealand,757077543.0,4.9,Start
Alexander Paterson O'Shea,New Zealand,757202679.0,4.9,Start
Walter Powdrell,New Zealand,757314049.0,4.9,Stub
George Pearce (New Zealand politician),New Zealand,757314067.0,4.9,Stub
Ellen Melville,New Zealand,757340911.0,4.9,Start
Mama Tere Strickland,New Zealand,757344302.0,4.9,Start
William Grounds,New Zealand,757449545.0,4.9,Stub
Nathanael Chalmers,New Zealand,757498163.0,4.9,Stub
Zillah Smith Gill,New Zealand,757498847.0,4.9,Stub
Thomas Allan Napier Corson,New Zealand,757499028.0,4.9,Stub
Chiu Kwok-chun,New Zealand,757499193.0,4.9,Stub
Viva Donaldson,New Zealand,757499359.0,4.9,Stub
Frances May Don,New Zealand,757499412.0,4.9,Stub
Rowland Robert Teape Davis,New Zealand,757499471.0,4.9,Stub
May Edith Evelyn Furey,New Zealand,757499572.0,4.9,Stub
William Bernard McIlveney,New Zealand,757500248.0,4.9,Stub
Mary Ann Recknall McCarthy,New Zealand,757500280.0,4.9,Stub
Tui Alfreda Mayo,New Zealand,757500310.0,4.9,Stub
Joseph Masters,New Zealand,757500416.0,4.9,Stub
Albin Martin,New Zealand,757500444.0,4.9,Stub
Rehutai Maihi,New Zealand,757500543.0,4.9,Stub
Robert Reyburn,New Zealand,757500658.0,4.9,Stub
Henry Stokes Tiffen,New Zealand,757500838.0,4.9,Stub
Alexander Sligo,New Zealand,757681127.0,4.9,Stub
Alfred William East,New Zealand,757681167.0,4.9,Stub
Andrew Agnew Stuart Menteath,New Zealand,757681173.0,4.9,Stub
Andrew Graham (politician),New Zealand,757681175.0,4.9,Stub
Andrew Loughrey,New Zealand,757681177.0,4.9,Stub
Arthur Beauchamp,New Zealand,757681257.0,4.9,Stub
Arthur Robert Oliver,New Zealand,757681307.0,4.9,Stub
Augustus White,New Zealand,757681320.0,4.9,Stub
Cecil de Lautour,New Zealand,757681351.0,4.9,Stub
Charles Albert Creery Hardy,New Zealand,757681408.0,4.9,Stub
Charles Christie Graham,New Zealand,757681441.0,4.9,Stub
Charles Hunter Brown,New Zealand,757681458.0,4.9,Stub
Charles Woolcock,New Zealand,757681521.0,4.9,Stub
Crawford Anderson,New Zealand,757681530.0,4.9,Stub
Cuthbert Cowan,New Zealand,757681533.0,4.9,Stub
Daniel Reese (politician),New Zealand,757681536.0,4.9,Stub
Donald Reid (politician born 1850),New Zealand,757681593.0,4.9,Start
Edward Graham McMinn,New Zealand,757681650.0,4.9,Stub
Edward Pearce (politician),New Zealand,757681675.0,4.9,Stub
Edward Shaw (politician),New Zealand,757681679.0,4.9,Stub
Eparaima Te Mutu Kapa,New Zealand,757681702.0,4.9,Start
Felix McGuire,New Zealand,757681716.0,4.9,Stub
Francis Henry Smith,New Zealand,757681732.0,4.9,Stub
Francis Humphris Fraser,New Zealand,757681740.0,4.9,Start
Frank Lethbridge,New Zealand,757681756.0,4.9,Stub
Fred Sutton,New Zealand,757681766.0,4.9,Stub
Frederick Haselden,New Zealand,757681790.0,4.9,Stub
Frederick Nene Russell,New Zealand,757681793.0,4.9,Stub
George Albert Marchant,New Zealand,757681820.0,4.9,Stub
George Armstrong (New Zealand politician),New Zealand,757681964.0,4.9,Stub
George Parker (New Zealand politician),New Zealand,757681967.0,4.9,Stub
George Jones (New Zealand politician),New Zealand,757682059.0,4.9,Stub
George Richardson (New Zealand politician),New Zealand,757682096.0,4.9,Start
George Webster (New Zealand politician),New Zealand,757682102.0,4.9,Stub
Harry Allwright,New Zealand,757682141.0,4.9,Stub
Henare Kaihau,New Zealand,757682151.0,4.9,Start
Henry Driver,New Zealand,757682170.0,4.9,Stub
Henry Feldwick,New Zealand,757682175.0,4.9,Stub
Henry Samuel Fitzherbert,New Zealand,757682228.0,4.9,Stub
Henry Shafto Harrison,New Zealand,757682276.0,4.9,Stub
Hoani Paraone Tunuiarangi,New Zealand,757682287.0,4.9,Start
Hoani Taipua,New Zealand,757682289.0,4.9,Stub
Hone Taare Tikao,New Zealand,757682291.0,4.9,Stub
Horace Bastings,New Zealand,757682294.0,4.9,Stub
Hori Tawhiti,New Zealand,757682301.0,4.9,Stub
Hugh Lusk,New Zealand,757682327.0,4.9,Stub
Hugh McIlraith,New Zealand,757682328.0,4.9,Stub
Ihaia Tainui,New Zealand,757682335.0,4.9,Stub
James Bickerton Fisher,New Zealand,757682353.0,4.9,Stub
James Burne Ferguson,New Zealand,757682356.0,4.9,Stub
James Clark Brown,New Zealand,757682364.0,4.9,Stub
James Dupré Lance,New Zealand,757682376.0,4.9,Stub
James Green (New Zealand politician),New Zealand,757682396.0,4.9,Stub
James Temple Fisher,New Zealand,757682447.0,4.9,Stub
James Wallis (New Zealand politician),New Zealand,757682452.0,4.9,Stub
John Bacot,New Zealand,757682482.0,4.9,Stub
John Duncan (New Zealand politician),New Zealand,757682553.0,4.9,Stub
John Holmes (New Zealand politician),New Zealand,757682566.0,4.9,Stub
John Kerr (Auckland politician),New Zealand,757682575.0,4.9,Stub
John Lundon,New Zealand,757682583.0,4.9,Stub
John Munro (New Zealand politician born 1839),New Zealand,757682590.0,4.9,Start
John Munro (New Zealand politician born c. 1798),New Zealand,757682597.0,4.9,Stub
John Richard Jones,New Zealand,757682600.0,4.9,Stub
John Sangster Macfarlane,New Zealand,757682606.0,4.9,Stub
John Studholme,New Zealand,757682624.0,4.9,Stub
Joseph Henry (politician),New Zealand,757682856.0,4.9,Stub
Joseph Newman (politician),New Zealand,757682897.0,4.9,Start
Joseph Petrie,New Zealand,757682900.0,4.9,Stub
Joseph Shephard,New Zealand,757682904.0,4.9,Start
Karaitiana Takamoana,New Zealand,757682937.0,4.9,Stub
Lauchlan McGillivray,New Zealand,757682945.0,4.9,Stub
Lawrence Grace,New Zealand,757682958.0,4.9,Stub
Matthew Green (New Zealand politician),New Zealand,757683071.0,4.9,Stub
Oliver Samuel,New Zealand,757683089.0,4.9,Stub
Patrick Dignan,New Zealand,757683117.0,4.9,Stub
Pepene Eketone,New Zealand,757683124.0,4.9,Start
Richard Hobbs (politician),New Zealand,757683160.0,4.9,Stub
Richard Monk,New Zealand,757683174.0,4.9,Stub
Richard Oliver (politician),New Zealand,757683178.0,4.9,Start
Robert Heaton Rhodes,New Zealand,757683200.0,4.9,Start
Ropata Te Ao,New Zealand,757683312.0,4.9,Stub
Samuel Hodgkinson,New Zealand,757683318.0,4.9,Stub
Searby Buxton,New Zealand,757683325.0,4.9,Stub
Sydney Taiwhanga,New Zealand,757683401.0,4.9,Stub
Theophilus Daniel,New Zealand,757683414.0,4.9,Stub
Thomas Kelly (New Zealand politician),New Zealand,757683477.0,4.9,Start
Thomas Mason (politician),New Zealand,757683595.0,4.9,Stub
Thomas Tanner (politician),New Zealand,757683616.0,4.9,Stub
Tureiti Te Heuheu Tukino V,New Zealand,757683659.0,4.9,Stub
Wi Katene,New Zealand,757683696.0,4.9,Stub
William Barron (politician),New Zealand,757683724.0,4.9,Stub
William Daldy,New Zealand,757683744.0,4.9,Start
William Henderson Calder,New Zealand,757683788.0,4.9,Stub
William Speight,New Zealand,757683995.0,4.9,Stub
William Swanson (politician),New Zealand,757684002.0,4.9,Stub
Wiremu Te Wheoro,New Zealand,757684121.0,4.9,Start
Francis Pillans,New Zealand,758380131.0,4.9,Stub
Robert Mitchell (New Zealand politician),New Zealand,758911016.0,4.9,Stub
Charles Edward Haughton,New Zealand,759129587.0,4.9,Stub
Ian Fletcher (diplomat),New Zealand,759173368.0,4.9,Start
Henry Manders,New Zealand,759288047.0,4.9,Stub
Gerry Eckhoff,New Zealand,759439551.0,4.9,Start
Patricia Schnauer,New Zealand,759486918.0,4.9,Stub
Agnes Louisa Weston,New Zealand,759488479.0,4.9,Stub
Electoral history of Robert Stout,New Zealand,759704899.0,4.9,Start
Electoral history of Richard Seddon,New Zealand,759705041.0,4.9,Start
Electoral history of Joseph Ward,New Zealand,759705223.0,4.9,Start
Electoral history of Harry Holland,New Zealand,759705896.0,4.9,Start
John Alexander (New Zealand politician),New Zealand,759939969.0,4.9,Stub
John Barnicoat,New Zealand,759939981.0,4.9,Stub
Henry Chamberlain (politician),New Zealand,759940004.0,4.9,Stub
John Curling,New Zealand,759940095.0,4.9,Stub
Ernest Gray (New Zealand politician),New Zealand,759941378.0,4.9,Start
William Kenny (New Zealand politician),New Zealand,759944227.0,4.9,Stub
John Yeeden Lloyd,New Zealand,759944232.0,4.9,Stub
George Leslie Lee,New Zealand,759944241.0,4.9,Stub
William Nurse,New Zealand,759948600.0,4.9,Stub
Harold Arthur Russell,New Zealand,759955171.0,4.9,Stub
Thomas Renwick,New Zealand,759955238.0,4.9,Stub
Helen Smith (politician),New Zealand,760134586.0,4.9,Start
Electoral history of Alfred Hindmarsh,New Zealand,760165231.0,4.9,Start
John Lillie Gillies,New Zealand,760467434.0,4.9,Start
Charles Elliott (politician),New Zealand,760631042.0,4.9,Stub
Henry Williams (New Zealand politician),New Zealand,761006664.0,4.9,Stub
Ropata Wahawaha,New Zealand,761147156.0,4.9,C
Murray Smith (New Zealand politician),New Zealand,761396239.0,4.9,Start
Kenneth Williams (politician),New Zealand,761757833.0,4.9,Start
Charles Rawlins,New Zealand,762085223.0,4.9,Stub
Aileen Anna Maria Garmson,New Zealand,762549593.0,4.9,Stub
John Bathgate,New Zealand,762603569.0,4.9,Start
Mabel Newlands,New Zealand,762627206.0,4.9,Stub
Francis Wallace Mackenzie,New Zealand,762895795.0,4.9,Stub
John William Williams,New Zealand,762962906.0,4.9,Stub
Sukhi Turner,New Zealand,763050469.0,4.9,Start
George Petersen (historian),New Zealand,763121694.0,4.9,Start
Anahera Herbert-Graves,New Zealand,763349739.0,4.9,Stub
Henry Okey,New Zealand,763610292.0,4.9,Start
Hugh Valentine,New Zealand,763710944.0,4.9,Stub
Thomas Fraser (New Zealand politician),New Zealand,763711038.0,4.9,Stub
George Brodie (New Zealand politician),New Zealand,763711046.0,4.9,Stub
David Mervyn,New Zealand,763711077.0,4.9,Stub
Henry Howorth (New Zealand politician),New Zealand,763711116.0,4.9,Stub
James Fulton (New Zealand politician),New Zealand,763711123.0,4.9,Start
Robert Gillies (New Zealand politician),New Zealand,763711142.0,4.9,Stub
George Hepburn (politician),New Zealand,763711166.0,4.9,Stub
George McLean (New Zealand politician),New Zealand,763711187.0,4.9,Start
Francis Rich,New Zealand,763711196.0,4.9,Stub
James Seaton (New Zealand politician),New Zealand,763711211.0,4.9,Stub
James Shanks,New Zealand,763711224.0,4.9,Stub
Alfred Rowland Chetham-Strode,New Zealand,763712060.0,4.9,Start
John Salmon (politician),New Zealand,763763243.0,4.9,Stub
Henry Scotland,New Zealand,763763249.0,4.9,Stub
Henry St. Hill,New Zealand,763763273.0,4.9,Stub
William Stevenson (New Zealand politician born 1864),New Zealand,763763300.0,4.9,Stub
Thomas Henry Wigley,New Zealand,763763738.0,4.9,Stub
Grant Morgan,New Zealand,763765865.0,4.9,Stub
Syd Jackson (Māori activist),New Zealand,764148121.0,4.9,Start
Thomas Potts,New Zealand,764556460.0,4.9,Stub
Dave Hereora,New Zealand,764820756.0,4.9,Start
Allan McDonald (New Zealand politician),New Zealand,764875166.0,4.9,Stub
Archibald Burns,New Zealand,765907122.0,4.9,Start
James McLeod (politician),New Zealand,767237711.0,4.9,Stub
Ewen Alison,New Zealand,767981834.0,4.9,Start
Roger McClay,New Zealand,768042935.0,4.9,Start
Tim Barnett (politician),New Zealand,768430752.0,4.9,Start
Sandra Lee-Vercoe,New Zealand,768706438.0,4.9,C
Des Morrison,New Zealand,768777782.0,4.9,Stub
Noelene Raffills,New Zealand,768778427.0,4.9,Stub
Pita Moko,New Zealand,769690999.0,4.9,Stub
Hoeroa Marumaru,New Zealand,769695739.0,4.9,Stub
Thomas Francis Doyle,New Zealand,769975682.0,4.9,Stub
Bernie Ogilvy,New Zealand,770405672.0,4.9,Start
Hugo Friedlander,New Zealand,771123269.0,4.9,Stub
Clive Matthewson,New Zealand,771458395.0,4.9,Start
Michael Hirschfeld,New Zealand,771563012.0,4.9,Stub
Donna Demente,New Zealand,771797233.0,4.9,Stub
Minister of Labour (New Zealand),New Zealand,771942049.0,4.9,Stub
Postmaster-General (New Zealand),New Zealand,771942119.0,4.9,GA
James Gow (politician),New Zealand,772036315.0,4.9,Stub
John Kerr (Nelson politician),New Zealand,772156706.0,4.9,Start
Philip Philips,New Zealand,772586363.0,4.9,Stub
Kevin Hague,New Zealand,772601291.0,4.9,C
Sharon Stewart,New Zealand,772699566.0,4.9,Stub
John Kirk (New Zealand politician),New Zealand,772830414.0,4.9,Start
Paul Piesse,New Zealand,772853784.0,4.9,Start
Richard Lewis (New Zealand politician),New Zealand,772978153.0,4.9,Start
Tony Steel,New Zealand,773049197.0,4.9,Start
Pippa Coom,New Zealand,773347457.0,4.9,Start
Alice Mary Cassie,New Zealand,773533794.0,4.9,Stub
Ewen McQueen,New Zealand,774013488.0,4.9,Start
Neil Morrison,New Zealand,774057899.0,4.9,Start
Stephnie de Ruyter,New Zealand,774396298.0,4.9,Start
Donna Awatere Huata,New Zealand,774402932.0,4.9,C
Joe Hawke,New Zealand,774403264.0,4.9,Stub
Joseph Tole,New Zealand,774638709.0,4.9,Start
Harry Bedford (politician),New Zealand,774889612.0,4.9,Start
Alexander Peebles,New Zealand,774903165.0,4.9,Stub
Cyril Hendry Croker,New Zealand,775011130.0,4.9,Stub
Tony Brunt,New Zealand,775200226.0,4.9,Start
Graeme Cairns,New Zealand,775321234.0,4.9,Stub
Angeline Greensill,New Zealand,775322760.0,4.9,C
Francis Hull,New Zealand,775512937.0,4.9,Stub
Thomas Luther Shepherd,New Zealand,775516216.0,4.9,Stub
William Stewart (politician),New Zealand,775658507.0,4.9,Stub
Walter Lee (New Zealand politician),New Zealand,775764762.0,4.9,Stub
Scobie Mackenzie,New Zealand,775782785.0,4.9,Start
Alexander Stuart (New Zealand politician),New Zealand,775918012.0,4.9,Stub
James Samuel Dickson,New Zealand,776009508.0,4.9,Stub
Thomas Beckham,New Zealand,776009563.0,4.9,Stub
Vernon Cracknell,New Zealand,776661874.0,4.9,C
John A. Lee,New Zealand,776807703.0,4.9,C
Charles Mackay (mayor),New Zealand,776840584.0,4.9,Stub
Connie Birchfield,New Zealand,776840841.0,4.9,Stub
Desmond Patrick Costello,New Zealand,776840988.0,4.9,Start
Doris Palmer,New Zealand,776841041.0,4.9,Stub
Edward Conolly (judge),New Zealand,776841165.0,4.9,Stub
Edwin Edwards (New Zealand politician),New Zealand,776841235.0,4.9,Stub
Emily Maguire (politician),New Zealand,776841444.0,4.9,Stub
Mokena Kohere,New Zealand,776841995.0,4.9,Stub
Mohi Te Atahikoia,New Zealand,776842007.0,4.9,Stub
Myer Caselberg,New Zealand,776842186.0,4.9,Stub
Benjamin Crisp,New Zealand,776842614.0,4.9,Stub
Annie McVicar,New Zealand,776842882.0,4.9,Stub
Gordon Alexander Brown,New Zealand,776843951.0,4.9,Stub
Hāmiora Mangakāhia,New Zealand,776844015.0,4.9,Start
Harry Barker (mayor),New Zealand,776844212.0,4.9,Stub
Harry Farnall,New Zealand,776844249.0,4.9,Stub
Helen Lyster Nicol,New Zealand,776844412.0,4.9,Stub
Henare Matua,New Zealand,776844508.0,4.9,Stub
Henry Redwood,New Zealand,776844806.0,4.9,Stub
Ihaka Hakuene,New Zealand,776845243.0,4.9,Stub
James Henare,New Zealand,776845640.0,4.9,Start
Jessie Aitken,New Zealand,776845921.0,4.9,Stub
John Howell (pioneer),New Zealand,776846377.0,4.9,Stub
John MacGregor (New Zealand politician),New Zealand,776846465.0,4.9,Stub
John McGlashan (politician),New Zealand,776846529.0,4.9,Start
Jonas Woodward,New Zealand,776846637.0,4.9,Stub
Leonard Harper,New Zealand,776847255.0,4.9,Stub
Mark Briggs (politician),New Zealand,776847977.0,4.9,Stub
Marmaduke Bethell,New Zealand,776848003.0,4.9,Stub
Martin Kennedy (New Zealand politician),New Zealand,776848020.0,4.9,Stub
Mary Sadler Powell,New Zealand,776848360.0,4.9,Stub
Thomas Ball (New Zealand politician),New Zealand,776850920.0,4.9,Stub
Niniwa Heremaia,New Zealand,776850973.0,4.9,Stub
Richard Eddy (politician),New Zealand,776853055.0,4.9,Stub
William Daniel Barrett,New Zealand,776853287.0,4.9,Stub
Rhoda Alice Bloodworth,New Zealand,776853350.0,4.9,Stub
Violet Alberta Jessie Burns,New Zealand,776853441.0,4.9,Stub
Samuel Horouta Emery,New Zealand,776853657.0,4.9,Stub
William Australia Graham,New Zealand,776853741.0,4.9,Stub
Taiawhio Tikawenga Te Tau,New Zealand,776854383.0,4.9,Stub
Wiremu Rikihana,New Zealand,776854714.0,4.9,Stub
Wereta Tainui Pitama,New Zealand,776854784.0,4.9,Stub
Wi Tako Ngātata,New Zealand,776854897.0,4.9,Stub
Edward Masters,New Zealand,776920932.0,4.9,Stub
John Morrison (cricketer),New Zealand,777305597.0,4.9,Start
Albert Davy,New Zealand,777930193.0,4.9,C
Kerry Bevin,New Zealand,778701531.0,4.9,Stub
Albert Samuel,New Zealand,778971081.0,4.9,Stub
Tareha Te Moananui,New Zealand,779046436.0,4.9,Stub
Ernest Davis (brewer),New Zealand,779122542.0,4.9,C
Ron Smith (peace activist),New Zealand,779291418.0,4.9,Stub
Jeanette Fitzsimons,New Zealand,779396143.0,4.9,C
Te Puea Herangi,New Zealand,779633782.0,4.9,C
Peter McSkimming,New Zealand,779648824.0,4.9,Start
Grant Gillon,New Zealand,779845967.0,4.9,C
Wiremu Kerei Nikora,New Zealand,779970771.0,4.9,Stub
Sam Pata Emani Tagelagi,New Zealand,780575889.0,4.9,Stub
Trevor Rogers,New Zealand,781085347.0,4.9,C
Electoral history of Bill Rowling,New Zealand,781435876.0,4.9,Start
Electoral history of Francis Bell,New Zealand,781533391.0,4.9,Start
Albert Glover,New Zealand,782156985.0,4.9,Start
Harold Smith (New Zealand politician),New Zealand,782804621.0,4.9,Stub
Frederick Alexander Whitaker,New Zealand,782813251.0,4.9,Stub
Minister of Works (New Zealand),New Zealand,782950649.0,4.9,Stub
John Calcott St Quentin,New Zealand,783105882.0,4.9,Stub
Coutts Crawford,New Zealand,783306774.0,4.9,Stub
Owen Jennings,New Zealand,783709214.0,4.9,Start
Electoral history of John Ballance,New Zealand,784238454.0,4.9,Start
Arnold Reedy,New Zealand,784567948.0,4.9,Start
Audrey Ngaere Gale,New Zealand,784570968.0,4.9,Stub
Barbara Goodman,New Zealand,784571784.0,4.9,Start
Ben Couch,New Zealand,784640359.0,4.9,C
Betsy Robertson Eyre,New Zealand,784641175.0,4.9,Stub
Betty Bourke,New Zealand,784641192.0,4.9,Start
Bill Rogers (New Zealand politician),New Zealand,784641585.0,4.9,Start
Bob Francis (rugby referee),New Zealand,784642169.0,4.9,Start
Christina Allan Massey,New Zealand,784651808.0,4.9,Stub
Clutha Mackenzie,New Zealand,784653410.0,4.9,Start
Cora Louisa Burrell,New Zealand,784654332.0,4.9,Stub
Dorothy Constance Blomfield,New Zealand,784665746.0,4.9,Stub
Dorothy Pauline McNab,New Zealand,784665832.0,4.9,Stub
Flora McMillan Forde,New Zealand,784679223.0,4.9,Stub
Harold Hirst Innes,New Zealand,784719824.0,4.9,Stub
Henry Livingstone,New Zealand,784724943.0,4.9,Stub
Henry Miller (New Zealand politician),New Zealand,784725276.0,4.9,Start
James Donald (politician),New Zealand,784740753.0,4.9,Start
Joseph Linklater,New Zealand,784763965.0,4.9,Start
Julia Wallace,New Zealand,784764804.0,4.9,Stub
Kathrine McAllister Bell,New Zealand,784765914.0,4.9,Stub
Lloyd White (diplomat),New Zealand,784775099.0,4.9,Start
Mark Wallace (community leader),New Zealand,784779142.0,4.9,Stub
Murray Linton,New Zealand,784785049.0,4.9,Stub
Pei Te Hurinui Jones,New Zealand,784791967.0,4.9,Start
Ralph Love,New Zealand,784826476.0,4.9,Start
Rangi Mawhete,New Zealand,784826631.0,4.9,Start
Robert Panapa Tutaki,New Zealand,784831943.0,4.9,Stub
Terry Magaoa Chapman,New Zealand,784849281.0,4.9,Start
William Girling,New Zealand,784869562.0,4.9,Start
William Larnach,New Zealand,784871814.0,4.9,C
William Spiers Glenn,New Zealand,784874338.0,4.9,Start
Taurekareka Henare,New Zealand,785557811.0,4.9,Start
Hercules Richard Wright,New Zealand,785572804.0,4.9,Start
Lindsay Johnstone Watt,New Zealand,785841848.0,4.9,Stub
Mac Price,New Zealand,786375175.0,4.9,Stub
Frank Jolly,New Zealand,787165628.0,4.9,Stub
P. H. Matthews,New Zealand,787209725.0,4.9,Start
Edward George Wright,New Zealand,787249879.0,4.9,Start
Electoral history of Jim Bolger,New Zealand,787250773.0,4.9,Start
Electoral history of Geoffrey Palmer,New Zealand,787252025.0,4.9,Stub
Lloyd Mandeno,New Zealand,787253678.0,4.9,Stub
Jean Michel Camille Malfroy,New Zealand,787253732.0,4.9,Stub
William Mackenzie Fraser,New Zealand,787255897.0,4.9,Stub
Samuel Irwin Crookes,New Zealand,787257204.0,4.9,Stub
Alexander Bruce (politician),New Zealand,787257741.0,4.9,Stub
Arthur Myers,New Zealand,787354837.0,4.9,C
Tiaki Omana,New Zealand,787411348.0,4.9,C
Wilfrid Owen,New Zealand,787455707.0,4.9,Start
Kelly Chal,New Zealand,787847126.0,4.9,Stub
Francis Mander,New Zealand,788171049.0,4.9,Stub
Anthony Walton (politician),New Zealand,788926318.0,4.9,Stub
Simon Wi Rutene,New Zealand,788962601.0,4.9,Start
Chris Carter (politician),New Zealand,789099867.0,4.9,C
Crosbie Ward,New Zealand,789254429.0,4.9,Stub
Robert Hart (politician),New Zealand,789258760.0,4.9,Start
James Kelham,New Zealand,789258801.0,4.9,Start
Gary Knapp,New Zealand,789268951.0,4.9,Stub
Lettie Allen,New Zealand,789440265.0,4.9,Stub
G. M. Thomson,New Zealand,789524823.0,4.9,Start
Courtney Kenny,New Zealand,789835311.0,4.9,Start
Electoral history of Helen Clark,New Zealand,789918768.0,4.9,Start
Ray Ahipene-Mercer,New Zealand,790013378.0,4.9,C
Alf Filipaina,New Zealand,790454849.0,4.9,Stub
Penny Hulse,New Zealand,790456349.0,4.9,Start
Arthur O'Callaghan,New Zealand,790558755.0,4.9,Stub
Desley Simpson,New Zealand,790610004.0,4.9,Start
Les Mills,New Zealand,790614718.0,4.9,C
Peniuto Semisi,New Zealand,790643992.0,4.9,Stub
Pio Tuia,New Zealand,790644115.0,4.9,Stub
Kerisiano Kalolo,New Zealand,790644298.0,4.9,Start
Foua Toloa,New Zealand,790644383.0,4.9,C
David Forsyth Main,New Zealand,790716311.0,4.9,Stub
Electoral history of Mike Moore,New Zealand,790805849.0,4.9,Start
Helene Ritchie,New Zealand,790814517.0,4.9,C
Margaret Mutu,New Zealand,790886823.0,4.9,Start
Electoral history of Jim McLay,New Zealand,790946538.0,4.9,Start
"James Mackay (New Zealand politician, born 1831)",New Zealand,791046232.0,4.9,GA
